,all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
1832,3.1666666666666665,0.920704845814978,Foreign affairs,udenrig_ forsvaret _militær,0.42573258622845206,3146,227,66,john
1833,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,3634,1,1,from
1834,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,3855,1,1,our
1835,0.25,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,2841,1,4,with
1836,1.2666666666666666,0.8636363636363636,Foreign affairs,udenrig_ forsvaret _militær,0.39830711380528416,4308,22,15,european
1837,2.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,9130,2,1,real
1838,0.6046511627906976,0.3466666666666667,Environment, klima_ miljø _ naturen ,2.1110938081122144,8967,150,86,los
1839,0.75,0.9230769230769231,Foreign affairs,udenrig_ forsvaret _militær,0.2711893730418441,7633,13,16,families
1840,0.9058823529411765,0.6209677419354839,Foreign affairs,udenrig_ forsvaret _militær,1.449226943053864,6991,124,85,rufus
1841,0.06611570247933884,0.16161616161616163,EU, EU _ eu,2.5086239464625675,5041,198,484,schmidt-nielsen
1842,1.2452290076335877,0.8811613774476705,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.5765031020096144,2998,2962,2096,maden
1843,2.0,0.6666666666666666,Foreign affairs,udenrig_ forsvaret _militær,0.6365141682948128,7639,3,1,smage
1844,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10754,2,2,security
1845,0.2857142857142857,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,13325,2,7,better
1846,0.2652284263959391,0.3536379018612521,Foreign affairs,udenrig_ forsvaret _militær,2.062027267625032,4404,591,788,bach
1847,1.4285714285714286,0.9090909090909091,Foreign affairs,udenrig_ forsvaret _militær,0.30463609734923813,8604,11,7,iflry
1848,1.0545454545454545,0.5043478260869565,Culture,kunst _musik_museum_kulturpol,1.0234815004632276,2586,115,55,london
1849,0.42857142857142855,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,9467,3,7,see
1850,1.4,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,4024,7,5,denmark
1851,5.358208955223881,0.8930348258706468,Environment, klima_ miljø _ naturen ,0.4798288446149085,2809,804,134,global
1852,0.5,0.7142857142857143,Culture,kunst _musik_museum_kulturpol,0.796311640173813,8266,7,10,kaj
1853,0.4564102564102564,0.36929460580912865,Economy, økonom_ vækst,1.590086350386801,5176,241,195,skibe
1854,0.125,0.2727272727272727,EU, EU _ eu,1.6726254461503207,7370,11,24,asger
1855,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10942,1,1,aamund
1856,0.8125,0.9285714285714286,Foreign affairs,udenrig_ forsvaret _militær,0.25731864054383163,20595,14,16,tax
1857,0.6666666666666666,0.6666666666666666,Culture,kunst _musik_museum_kulturpol,0.6365141682948128,6609,6,6,serien
1858,0.5,0.5,Foreign affairs,udenrig_ forsvaret _militær,0.6931471805599453,8933,2,2,high
1859,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,11680,1,1,five
1860,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,13318,1,1,federation
1861,1.0,0.5740740740740741,Culture,kunst _musik_museum_kulturpol,1.1016623675632267,8402,54,31,naomi
1863,2.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,28345,2,1,millions
1864,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,12447,1,1,thumbs
1865,0.8,0.5714285714285714,Foreign affairs,udenrig_ forsvaret _militær,0.9556998911125343,8928,7,5,klein
1866,0.23684210526315788,0.3103448275862069,Environment, klima_ miljø _ naturen ,1.9298767138004262,3673,29,38,nation
1867,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,8438,1,1,west
1868,1.0,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,11637,1,1,3d
1869,0.057692307692307696,0.25,Religion, religi_ værdipol,1.9792045174343245,3216,12,52,schmidt
1870,1.8054054054054054,0.8413098236775819,Economy, økonom_ vækst,0.700285851506698,4532,794,370,modeller
1871,0.4666666666666667,0.7,Culture,kunst _musik_museum_kulturpol,0.6108643020548935,6123,10,15,spot
1872,0.5,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,10614,1,2,tsk
1873,0.4,0.4,Foreign affairs,udenrig_ forsvaret _militær,1.0549201679861442,6286,5,5,good
1874,8.33252669039146,0.9873661128447331,Crime,kriminal_kriminel,0.08154803123561491,454,59285,7025,ressourcer
1885,0.5310077519379846,0.5546558704453441,Health, sundhed,1.4782433447601735,990,247,258,prioritere
1886,2.002985074626866,0.8669250645994832,Health, sundhed,0.6076166728516734,1952,774,335,prioritering
1888,1.1826285714285714,0.7114961496149615,Religion, religi_ værdipol,0.9510243358570455,1348,7272,4375,ofrene
1889,0.16216216216216217,0.2937062937062937,Social policy,fattig_socialt udsat_socialminis_svageste,1.8715328131362532,495,143,259,samlet
1890,0.9516129032258065,0.5841584158415841,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.190347643527716,840,101,62,ordentlig
1891,0.057692307692307696,0.2727272727272727,Crime,kriminal_kriminel,1.7201934592198251,7531,11,52,karneval
1892,0.9859069555993333,0.7930277913213066,Crime,kriminal_kriminel,0.7287383270287627,1328,8204,6599,oplysninger
1893,1.3318002628120893,0.7172682236376504,Crime,kriminal_kriminel,0.935617412479534,1295,2826,1522,borgernes
1895,1.88348271446863,0.8693853427895981,Crime,kriminal_kriminel,0.5539129804588052,2463,1692,781,retssikkerhed
1896,2.276685934489403,0.8849610545236669,Taxes,skat,0.5993610541632278,1985,6676,2595,karsten
1898,0.8270967741935484,0.8467635402906208,Crime,kriminal_kriminel,0.7456026578107322,631,757,775,hurtigt
1899,1.355263157894737,0.7006802721088435,Crime,kriminal_kriminel,0.9245311890148491,5635,147,76,dommerkendelse
1900,0.7330210772833724,0.6077669902912621,Crime,kriminal_kriminel,1.1463300638503566,835,515,427,nødvendige
1901,0.6063268892794376,0.5511182108626198,Health, sundhed,1.7248819952038035,3002,626,569,hækkerup
1902,0.07586206896551724,0.36666666666666664,Crime,kriminal_kriminel,1.9415873810887878,1838,30,145,mulig
1903,0.01929824561403509,0.2894736842105263,Economy, økonom_ vækst,1.8546596246389175,1976,38,570,argument
1904,0.023255813953488372,0.25,Crime,kriminal_kriminel,1.3862943611198906,1794,4,43,primært
1906,2.3354556307202547,0.7109630526953361,Crime,kriminal_kriminel,0.8552462797760944,3548,8255,2513,legalisering
1908,5.707165109034268,0.9956521739130435,Crime,kriminal_kriminel,0.027982183645278484,3203,1840,321,overfald
1911,1.8459214501510575,0.7192466156562684,Crime,kriminal_kriminel,0.8750804673463819,1172,1699,662,forsøg
1914,4.818181818181818,0.9636363636363636,Crime,kriminal_kriminel,0.15621017106188279,4657,55,11,organiseret
1915,0.12909138517936633,0.3698424606151538,Economy, økonom_ vækst,1.692433998158262,783,1333,3819,kører
1916,0.21211527151538914,0.498158379373849,Economy, økonom_ vækst,1.447567385995847,880,2172,5101,køre
1917,0.18439716312056736,0.41434262948207173,Environment, klima_ miljø _ naturen ,1.6223229041840568,2704,251,564,bilen
1918,0.32918886915334516,0.4535073409461664,Crime,kriminal_kriminel,1.7529274700677426,315,1226,1689,steder
1921,0.34006211180124224,0.7779751332149201,Economy, økonom_ vækst,0.912891706439309,2938,1689,3864,dsb
1922,0.1047588629830725,0.36444444444444446,Foreign affairs,udenrig_ forsvaret _militær,1.8041116521585643,593,900,3131,midler
1923,3.4545454545454546,1.0,Crime,kriminal_kriminel,0.0,7141,38,11,indbrudstyve
1924,1.4941838649155723,0.790549930514195,Crime,kriminal_kriminel,0.9446753433669391,2751,5037,2665,data
1925,2.289606458123108,0.9481821980777267,Crime,kriminal_kriminel,0.3053693166874766,1487,2393,991,nat
1926,6.735849056603773,1.0,Crime,kriminal_kriminel,0.0,3080,357,53,trygheden
1927,0.19230769230769232,0.45454545454545453,Crime,kriminal_kriminel,1.7463265137159196,824,88,208,pga
1930,2.1478260869565218,0.7454728370221329,Economy, økonom_ vækst,1.0308576464632724,743,994,345,øget
1932,3.8,0.9047619047619048,Crime,kriminal_kriminel,0.41351322707568855,3657,42,10,bøder
1934,0.027888446215139442,0.21875,Science,forskning_ universitet_videregående udd,2.032203356253096,1258,32,251,brugte
1935,6.333333333333333,0.9827586206896551,Crime,kriminal_kriminel,0.08709952319177525,3958,116,18,fange
1938,0.11160318866253321,0.24324324324324326,Economy, økonom_ vækst,2.1671434127942657,401,518,1129,trods
1939,0.3829787234042553,0.75,Crime,kriminal_kriminel,0.8947504818324978,1904,24,47,bede
1942,0.08598130841121496,0.2893081761006289,Religion, religi_ værdipol,1.9092247551032817,1060,159,535,hensyn
1943,1.0985221674876848,0.5822454308093995,Foreign affairs,udenrig_ forsvaret _militær,1.296671420073251,4980,383,203,beredskab
1944,0.03263403263403263,0.3111111111111111,Environment, klima_ miljø _ naturen ,1.7635583537279742,3102,45,429,kørte
1945,1.6358267716535433,0.5592193808882907,Environment, klima_ miljø _ naturen ,1.2109388015587923,1159,1486,508,beskytte
1946,2.2058823529411766,0.9358288770053476,Crime,kriminal_kriminel,0.36107351258402764,3363,561,238,sten
1947,1.4764705882352942,0.8655172413793103,Economy, økonom_ vækst,0.6263402887653755,3116,290,170,butikker
1948,0.8493150684931506,0.5886075949367089,Crime,kriminal_kriminel,1.1270268608731127,2563,316,219,ryger
1950,3.576123595505618,0.9403900132959078,Environment, klima_ miljø _ naturen ,0.3349002175457141,497,13538,3560,stoppe
1951,5.866666666666666,0.9785544082605242,Crime,kriminal_kriminel,0.1282625717046843,1513,1259,210,trygt
1952,6.917960088691796,0.9851594568992738,Crime,kriminal_kriminel,0.0896526911393614,4242,3167,451,banderne
1953,6.784313725490196,0.9815602836879432,Crime,kriminal_kriminel,0.1089593500136136,4618,2820,408,rockere
1954,0.0475609756097561,0.312,Crime,kriminal_kriminel,1.9042264410681846,919,125,820,således
1955,1.2857142857142858,0.6428571428571429,Crime,kriminal_kriminel,0.8799822253334306,2607,28,14,ressourcerne
1956,0.07222787385554426,0.3776595744680851,Crime,kriminal_kriminel,1.9558161367310274,738,188,983,lader
1957,1.919315403422983,0.7323899860052869,Environment, klima_ miljø _ naturen ,0.9521202613990631,2565,6431,2454,affald
1958,5.629107981220657,0.9900908340214699,Crime,kriminal_kriminel,0.06532530294818042,4499,1211,213,vollsmose
1959,1.7446808510638299,0.8913043478260869,Crime,kriminal_kriminel,0.5036500505013436,6491,92,47,kniv
1960,1.0909090909090908,0.7741935483870968,Economy, økonom_ vækst,0.794541945776811,5816,93,66,maritime
1961,0.0738255033557047,0.24444444444444444,EU, EU _ eu,2.0587044197234494,2650,45,149,rødt
1962,0.044157777226494666,0.5632911392405063,Culture,kunst _musik_museum_kulturpol,1.6968476432659148,520,316,4031,måtte
1963,0.7692307692307693,0.7692307692307693,Economy, økonom_ vækst,0.7736051265520959,6815,26,26,broafgiften
1964,0.9375,0.8571428571428571,Economy, økonom_ vækst,0.5458692524645854,4383,35,32,storebælt
1965,3.8550724637681157,0.8956228956228957,Environment, klima_ miljø _ naturen ,0.5123261534546224,5678,297,69,hunde
1966,0.04197530864197531,0.24285714285714285,Crime,kriminal_kriminel,2.2627836904799605,732,70,405,sikker
1967,1.4193548387096775,0.8,Crime,kriminal_kriminel,0.679047213741605,6563,110,62,politiskole
1968,0.03391959798994975,0.18120805369127516,EU, EU _ eu,2.435476820459318,574,298,1592,sikkert
1969,0.23183760683760685,0.3505654281098546,Crime,kriminal_kriminel,1.9570010450527604,297,1857,2808,overfor
1970,0.27586206896551724,0.46153846153846156,Crime,kriminal_kriminel,1.9917192020244756,5954,104,174,omhu
1971,4.410714285714286,0.96484375,Crime,kriminal_kriminel,0.18952811706271033,4487,256,56,street
1972,0.0695517774343122,0.244122965641953,Science,forskning_ universitet_videregående udd,2.2848447685850517,757,553,1941,manglende
1973,0.11838790931989925,0.30128205128205127,Health, sundhed,2.1410935814695002,591,156,397,følger
1974,0.16069142125480154,0.2121724429416737,Health, sundhed,2.291123364685558,4586,1183,1562,aarup
1975,0.25149051490514907,0.33770014556040756,Crime,kriminal_kriminel,2.0489272527153215,404,1374,1845,området
1976,1.7279752704791345,0.8748043818466353,Foreign affairs,udenrig_ forsvaret _militær,0.6243679774724497,3415,1278,647,rené
1977,3.5454009433962264,0.9745542949756888,Taxes,skat,0.17140886370139166,3217,6170,1696,lauritzen
1978,0.1311881188118812,0.2875226039783002,Crime,kriminal_kriminel,2.0491395441927382,597,553,1212,form
1979,0.13259668508287292,0.2823529411764706,Economy, økonom_ vækst,2.1504711763690545,2645,85,181,fordele
1980,0.9285714285714286,0.8082901554404145,Taxes,skat,0.5991286325233368,1647,193,168,dyrt
1981,0.12875,0.2968299711815562,Crime,kriminal_kriminel,2.0245295689199643,549,347,800,rette
1982,0.078125,0.2,Economy, økonom_ vækst,2.0024218484577005,1107,25,64,udover
1985,0.09900457358084477,0.700952380952381,Culture,kunst _musik_museum_kulturpol,1.20412023889269,626,525,3717,stod
1986,1.173913043478261,0.5797546012269938,Crime,kriminal_kriminel,1.1015975419800361,2820,326,161,beboere
1987,1.2098765432098766,0.6853146853146853,Crime,kriminal_kriminel,0.853663463094337,3338,143,81,dommer
1989,0.8361244019138756,0.42752293577981654,Economy, økonom_ vækst,1.401832220000922,5173,1635,836,cirkulær
1990,0.8160762942779292,0.5525830258302583,Environment, klima_ miljø _ naturen ,1.4969013122842627,5551,1084,734,plastik
1991,0.40304182509505704,0.36177474402730375,Environment, klima_ miljø _ naturen ,1.769711318490457,6675,293,263,mikroplast
1992,0.8089887640449438,0.6206896551724138,Economy, økonom_ vækst,1.0932378412805084,7096,116,89,genanvendelse
1993,0.125,0.18125,Immigration,indvandr_flygt_udlænding,2.395456550803952,4283,320,464,ellemann
1994,0.35802469135802467,0.41260162601626016,Crime,kriminal_kriminel,1.4644670732394311,1312,492,567,ansvarlige
1995,0.004325259515570935,0.16304347826086957,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,2.1936593107227393,1750,92,3468,kommunes
1996,0.014234875444839857,0.22857142857142856,Education,undervis_folkeskole_ungdomsuddan,2.2211891931387746,4699,70,1124,aalborgpol
1997,0.10294117647058823,0.5,Health, sundhed,1.5670812292933243,1540,14,68,fjernet
1998,5.310344827586207,0.9935483870967742,Crime,kriminal_kriminel,0.03896898290828606,3865,310,58,bøde
1999,0.44905792044661547,0.6675311203319502,Culture,kunst _musik_museum_kulturpol,1.3982140822413094,491,1928,2866,hold
2000,0.3137254901960784,0.36363636363636365,Immigration,indvandr_flygt_udlænding,1.7109254467455806,711,132,153,såkaldte
2002,0.5,0.4942528735632184,Foreign affairs,udenrig_ forsvaret _militær,1.2649616506219168,5969,87,86,beredskabet
2003,0.7614213197969543,0.847457627118644,Taxes,skat,0.6362679610532284,2790,177,197,spild
2004,1.0952380952380953,0.8846153846153846,Crime,kriminal_kriminel,0.48439011623800354,3319,26,21,kaster
2005,0.034482758620689655,0.5,Culture,kunst _musik_museum_kulturpol,1.0397207708399179,1968,4,58,kørt
2006,0.1820580474934037,0.3053097345132743,Foreign affairs,udenrig_ forsvaret _militær,1.9282128904285183,2130,226,379,km
2007,1.7349397590361446,0.8,Crime,kriminal_kriminel,0.6550346821599136,1591,360,166,grotesk
2008,4.01010101010101,0.9189814814814815,Religion, religi_ værdipol,0.3631321029966189,1121,432,99,opfordrer
2009,1.9655172413793103,0.9047619047619048,Immigration,indvandr_flygt_udlænding,0.4191219430593259,4888,63,29,køen
2010,0.5607940446650124,0.7018633540372671,Immigration,indvandr_flygt_udlænding,1.0673066053384501,1913,322,403,huse
2011,0.7777777777777778,0.7777777777777778,Crime,kriminal_kriminel,0.6837389058487535,3435,9,9,farligt
2012,0.22095300261096606,0.36456650511577815,Religion, religi_ værdipol,2.0200198152341824,205,1857,3064,egen
2013,0.27848101265822783,0.5269461077844312,Economy, økonom_ vækst,1.731943552794543,1656,167,316,status
2014,0.04725897920604915,0.1937984496124031,Economy, økonom_ vækst,2.2512421283291655,955,129,529,osv
2015,0.05,0.3333333333333333,Crime,kriminal_kriminel,1.5607104090414063,3550,6,40,idet
2016,0.1,0.4,Science,forskning_ universitet_videregående udd,1.3321790402101223,3509,5,20,varetage
2017,0.05555555555555555,0.19047619047619047,Crime,kriminal_kriminel,1.979562444957137,1142,21,72,fordel
2018,0.032207792207792206,0.2421875,Education,undervis_folkeskole_ungdomsuddan,2.271790249638885,1537,256,1925,avis
2019,0.031446540880503145,0.2702702702702703,Religion, religi_ værdipol,2.046954128100671,1701,37,318,udgave
2020,0.22509225092250923,0.4236111111111111,Religion, religi_ værdipol,1.7879373495350643,2413,144,271,posten
2021,0.0449438202247191,0.2,Crime,kriminal_kriminel,1.9298490955258456,5365,20,89,amts
2022,4.0,1.0,Crime,kriminal_kriminel,0.0,6718,8,2,opklare
2023,0.1721311475409836,0.3620689655172414,Crime,kriminal_kriminel,1.2962519348540171,1560,58,122,bekymret
2024,0.2791519434628975,0.6475409836065574,Crime,kriminal_kriminel,1.0576162601523702,2107,122,283,bevidst
2025,0.7047850770478508,0.6726006191950464,Taxes,skat,0.9138751433639662,570,6460,6165,fejl
2026,0.2679684254258413,0.43,Social policy,fattig_socialt udsat_socialminis_svageste,1.482315423976008,781,1500,2407,århus
2027,0.19304347826086957,0.555,Taxes,skat,1.5202913631474517,949,200,575,ledelse
2028,1.604883621305155,0.726127406641685,Religion, religi_ værdipol,0.8448367761691835,464,15478,7003,tanker
2029,1.8013468013468013,0.9353146853146853,Crime,kriminal_kriminel,0.33278274800188645,1869,1144,594,myndigheder
2030,1.4392361111111112,0.9140022050716649,Crime,kriminal_kriminel,0.41392464450913585,3207,907,576,opførsel
2031,0.6702453987730062,0.6251788268955651,Immigration,indvandr_flygt_udlænding,1.0788174960025025,2429,699,652,opføre
2032,2.0,0.5925925925925926,Crime,kriminal_kriminel,0.6759010305740114,5274,27,8,hjemmeværnet
